,Sample,Study,Expression,Sample Type,Disease/Tissue,Study/Sample Type
16637,GTEX-N7MT-0011-R10A-SM-2I3E1,GTEX,9.369,Normal Tissue,Brain,GTEX: Normal Tissue
16640,GTEX-11TT1-0526-SM-5P9JO,GTEX,12.87,Normal Tissue,Esophagus,GTEX: Normal Tissue
16643,GTEX-14AS3-1626-SM-5S2OY,GTEX,12.36,Normal Tissue,Breast,GTEX: Normal Tissue
16646,GTEX-P4QT-2426-SM-3NMCL,GTEX,11.13,Normal Tissue,Ovary,GTEX: Normal Tissue
16647,GTEX-13FXS-0726-SM-5LZXJ,GTEX,13.23,Normal Tissue,Thyroid,GTEX: Normal Tissue
16649,GTEX-12WSL-1526-SM-5GCP8,GTEX,13.06,Normal Tissue,Esophagus,GTEX: Normal Tissue
16651,GTEX-YECK-0926-SM-4W214,GTEX,12.54,Normal Tissue,Lung,GTEX: Normal Tissue
16658,GTEX-13W46-0826-SM-5LU3H,GTEX,10.65,Normal Tissue,Breast,GTEX: Normal Tissue
16659,GTEX-ZYFG-1326-SM-5GICJ,GTEX,12.55,Normal Tissue,Stomach,GTEX: Normal Tissue
16661,GTEX-OHPL-3026-SM-3MJGS,GTEX,12.58,Normal Tissue,Artery,GTEX: Normal Tissue
16663,GTEX-13VXU-0926-SM-5IFFH,GTEX,12.23,Normal Tissue,Liver,GTEX: Normal Tissue
16664,GTEX-111YS-0426-SM-5987O,GTEX,12.32,Normal Tissue,Heart,GTEX: Normal Tissue
16665,GTEX-WYVS-2026-SM-4PQZ4,GTEX,13.28,Normal Tissue,Minor Salivary Gland,GTEX: Normal Tissue
16666,GTEX-ZDYS-0926-SM-4WWCS,GTEX,11.65,Normal Tissue,Esophagus,GTEX: Normal Tissue
16674,GTEX-13X6H-0626-SM-5LU53,GTEX,12.05,Normal Tissue,Pancreas,GTEX: Normal Tissue
16675,GTEX-XLM4-0011-R9A-SM-4AT45,GTEX,9.205,Normal Tissue,Brain,GTEX: Normal Tissue
16678,GTEX-RWS6-0626-SM-2XCAS,GTEX,13.04,Normal Tissue,Thyroid,GTEX: Normal Tissue
16679,GTEX-XOT4-1126-SM-4B66E,GTEX,13.51,Normal Tissue,Heart,GTEX: Normal Tissue
16680,GTEX-12WSA-0726-SM-5FQU2,GTEX,12.41,Normal Tissue,Muscle,GTEX: Normal Tissue
16681,GTEX-X638-0126-SM-47JZ8,GTEX,12.7,Normal Tissue,Skin,GTEX: Normal Tissue
16682,GTEX-WHPG-1426-SM-3NMBB,GTEX,11.98,Normal Tissue,Lung,GTEX: Normal Tissue
16683,GTEX-P4QR-0426-SM-2S1NV,GTEX,10.52,Normal Tissue,Adipose,GTEX: Normal Tissue
16688,GTEX-131YS-0126-SM-5KM1M,GTEX,13.73,Normal Tissue,Skin,GTEX: Normal Tissue
16692,GTEX-U3ZH-0926-SM-4DXU4,GTEX,13.11,Normal Tissue,Prostate,GTEX: Normal Tissue
16693,GTEX-SUCS-0626-SM-5CHQE,GTEX,0.0,Normal Tissue,Lung,GTEX: Normal Tissue
16696,GTEX-S7SE-0726-SM-2XCD7,GTEX,12.5,Normal Tissue,Thyroid,GTEX: Normal Tissue
16703,GTEX-13FHP-1526-SM-5IJGE,GTEX,14.37,Normal Tissue,Esophagus,GTEX: Normal Tissue
16704,GTEX-X62O-0005-SM-46MV1,GTEX,8.202,Normal Tissue,Whole Blood,GTEX: Normal Tissue
16706,GTEX-14A5I-1726-SM-5QGQ5,GTEX,9.51,Normal Tissue,Liver,GTEX: Normal Tissue
16709,GTEX-ZF28-3126-SM-4WKFC,GTEX,10.68,Normal Tissue,Pituitary,GTEX: Normal Tissue
16710,GTEX-13PLJ-0011-R3a-SM-5O9DT,GTEX,11.21,Normal Tissue,Brain,GTEX: Normal Tissue
16713,GTEX-ZYY3-1226-SM-5EQKM,GTEX,12.69,Normal Tissue,Artery,GTEX: Normal Tissue
16715,GTEX-ZVZQ-0011-R4b-SM-57WCZ,GTEX,10.15,Normal Tissue,Brain,GTEX: Normal Tissue
16716,GTEX-OOBK-3125-SM-3LK5R,GTEX,9.227,Normal Tissue,Adrenal Gland,GTEX: Normal Tissue
16717,GTEX-QVJO-1926-SM-2S1QZ,GTEX,11.66,Normal Tissue,Heart,GTEX: Normal Tissue
16720,GTEX-W5WG-0626-SM-4SOID,GTEX,10.02,Normal Tissue,Spleen,GTEX: Normal Tissue
16721,GTEX-13RTJ-0011-R4b-SM-5PNX1,GTEX,11.38,Normal Tissue,Brain,GTEX: Normal Tissue
16722,GTEX-RU72-0826-SM-46MUS,GTEX,11.56,Normal Tissue,Esophagus,GTEX: Normal Tissue
16724,GTEX-13NYS-0011-R11b-SM-5MR4P,GTEX,8.61,Normal Tissue,Brain,GTEX: Normal Tissue
16725,GTEX-132NY-2026-SM-5L3FM,GTEX,11.83,Normal Tissue,Esophagus,GTEX: Normal Tissue
16727,GTEX-1211K-1526-SM-5FQU4,GTEX,13.2,Normal Tissue,Skin,GTEX: Normal Tissue
16732,GTEX-ZYW4-0926-SM-59HJS,GTEX,12.06,Normal Tissue,Heart,GTEX: Normal Tissue
16737,GTEX-ZYVF-2226-SM-5GIDD,GTEX,13.8,Normal Tissue,Esophagus,GTEX: Normal Tissue
16738,GTEX-TML8-1326-SM-4DXTO,GTEX,13.11,Normal Tissue,Colon,GTEX: Normal Tissue
16740,GTEX-U8T8-1226-SM-4E3IH,GTEX,11.59,Normal Tissue,Stomach,GTEX: Normal Tissue
16745,GTEX-14A5I-2126-SM-5NQA8,GTEX,9.243,Normal Tissue,Adrenal Gland,GTEX: Normal Tissue
16746,GTEX-X5EB-2226-SM-46MW4,GTEX,13.06,Normal Tissue,Skin,GTEX: Normal Tissue
16747,GTEX-13QJ3-1926-SM-5QGQM,GTEX,11.78,Normal Tissue,Esophagus,GTEX: Normal Tissue
16749,GTEX-NL3G-0526-SM-4RTWW,GTEX,12.23,Normal Tissue,Lung,GTEX: Normal Tissue
16751,GTEX-144GL-0011-R6a-SM-5P9HW,GTEX,10.5,Normal Tissue,Brain,GTEX: Normal Tissue
16758,GTEX-12126-0011-R9b-SM-5BC6P,GTEX,9.014,Normal Tissue,Brain,GTEX: Normal Tissue
16760,GTEX-RU72-0006-SM-2TF65,GTEX,10.21,Normal Tissue,Whole Blood,GTEX: Normal Tissue
16761,GTEX-ZTX8-0326-SM-59HLA,GTEX,11.4,Normal Tissue,Esophagus,GTEX: Normal Tissue
16762,GTEX-X5EB-1626-SM-4E3IV,GTEX,13.32,Normal Tissue,Small Intestine,GTEX: Normal Tissue
16764,GTEX-11DXZ-2326-SM-5EGGV,GTEX,14.2,Normal Tissue,Skin,GTEX: Normal Tissue
16770,GTEX-11EQ9-2226-SM-5987H,GTEX,12.56,Normal Tissue,Artery,GTEX: Normal Tissue
16778,GTEX-ZYFG-1926-SM-5GID5,GTEX,11.06,Normal Tissue,Colon,GTEX: Normal Tissue
16779,GTEX-13FHO-0011-R5b-SM-5LZZ3,GTEX,11.4,Normal Tissue,Brain,GTEX: Normal Tissue
16781,GTEX-11EMC-3026-SM-5EQ4R,GTEX,11.95,Normal Tissue,Artery,GTEX: Normal Tissue
16786,GTEX-ZVZP-1626-SM-5GIDJ,GTEX,11.65,Normal Tissue,Esophagus,GTEX: Normal Tissue
16792,GTEX-V1D1-1726-SM-4JBHB,GTEX,12.56,Normal Tissue,Stomach,GTEX: Normal Tissue
16796,GTEX-ZQG8-2126-SM-4YCF1,GTEX,12.66,Normal Tissue,Minor Salivary Gland,GTEX: Normal Tissue
16798,GTEX-ZTSS-0004-SM-4YCCS,GTEX,8.085,Cell Line,Cells,GTEX: Cell Line
16800,GTEX-VJYA-0926-SM-4KL1N,GTEX,12.64,Normal Tissue,Small Intestine,GTEX: Normal Tissue
16801,GTEX-13SLX-0926-SM-5S2NM,GTEX,12.32,Normal Tissue,Heart,GTEX: Normal Tissue
16803,GTEX-XUW1-1526-SM-4BOOY,GTEX,11.45,Normal Tissue,Esophagus,GTEX: Normal Tissue
16805,GTEX-NPJ8-0011-R1a-SM-33HCB,GTEX,9.51,Normal Tissue,Brain,GTEX: Normal Tissue
16806,GTEX-ZPIC-0008-SM-4E3JF,GTEX,11.82,Cell Line,Cells,GTEX: Cell Line
16809,GTEX-ZT9X-1926-SM-57WE7,GTEX,9.837,Normal Tissue,Adipose,GTEX: Normal Tissue
16812,GTEX-ZE9C-2726-SM-57WB5,GTEX,13.59,Normal Tissue,Skin,GTEX: Normal Tissue
16813,GTEX-13X6K-0326-SM-5Q5D6,GTEX,10.76,Normal Tissue,Muscle,GTEX: Normal Tissue
16815,GTEX-X4LF-0426-SM-3NMB5,GTEX,12.82,Normal Tissue,Thyroid,GTEX: Normal Tissue
16816,GTEX-T5JC-0005-SM-4DM7B,GTEX,8.791,Normal Tissue,Whole Blood,GTEX: Normal Tissue
16817,GTEX-ZQG8-1126-SM-51MRL,GTEX,11.67,Normal Tissue,Vagina,GTEX: Normal Tissue
16823,GTEX-PX3G-0326-SM-2I3EO,GTEX,12.69,Normal Tissue,Heart,GTEX: Normal Tissue
16824,GTEX-XXEK-1126-SM-4BRUX,GTEX,10.34,Normal Tissue,Liver,GTEX: Normal Tissue
16825,GTEX-WY7C-0126-SM-4ONCO,GTEX,9.623,Normal Tissue,Spleen,GTEX: Normal Tissue
16831,GTEX-117XS-2726-SM-5N9BL,GTEX,14.03,Normal Tissue,Skin,GTEX: Normal Tissue
16833,GTEX-131XF-2526-SM-5EQ68,GTEX,12.4,Normal Tissue,Artery,GTEX: Normal Tissue
16834,GTEX-T2IS-2226-SM-4DM65,GTEX,11.94,Normal Tissue,Uterus,GTEX: Normal Tissue
16838,GTEX-14E6E-1226-SM-5S2R5,GTEX,8.701,Normal Tissue,Spleen,GTEX: Normal Tissue
16841,GTEX-11ONC-0008-SM-5S2MG,GTEX,11.25,Cell Line,Cells,GTEX: Cell Line
16842,GTEX-NFK9-1726-SM-3TW8P,GTEX,9.976,Normal Tissue,Adrenal Gland,GTEX: Normal Tissue
16844,GTEX-1445S-3026-SM-5O9BR,GTEX,11.09,Normal Tissue,Brain,GTEX: Normal Tissue
16845,GTEX-WEY5-0626-SM-4LMIA,GTEX,11.58,Normal Tissue,Ovary,GTEX: Normal Tissue
16848,GTEX-YB5E-0005-SM-4VDSO,GTEX,6.534,Normal Tissue,Whole Blood,GTEX: Normal Tissue
16849,GTEX-ZAK1-0126-SM-5IJD3,GTEX,13.65,Normal Tissue,Skin,GTEX: Normal Tissue
16850,GTEX-XV7Q-0005-SM-4BRWI,GTEX,10.07,Normal Tissue,Whole Blood,GTEX: Normal Tissue
16852,GTEX-14DAR-1526-SM-5RQIX,GTEX,13.65,Normal Tissue,Colon,GTEX: Normal Tissue
16854,GTEX-13JUV-2826-SM-5LZWU,GTEX,10.94,Normal Tissue,Adipose,GTEX: Normal Tissue
16856,GTEX-131XG-1026-SM-5GCMX,GTEX,13.56,Normal Tissue,Esophagus,GTEX: Normal Tissue
16858,GTEX-WYJK-0926-SM-4ONCF,GTEX,12.98,Normal Tissue,Artery,GTEX: Normal Tissue
16859,GTEX-VUSG-2326-SM-4KL1U,GTEX,13.26,Normal Tissue,Skin,GTEX: Normal Tissue
16861,GTEX-13O61-1726-SM-5KM46,GTEX,12.8,Normal Tissue,Prostate,GTEX: Normal Tissue
16863,GTEX-WEY5-0826-SM-4LMIH,GTEX,11.72,Normal Tissue,Vagina,GTEX: Normal Tissue
16864,GTEX-13SLW-0011-R4b-SM-5S2W2,GTEX,11.09,Normal Tissue,Brain,GTEX: Normal Tissue
16865,GTEX-Y114-0326-SM-4TT99,GTEX,12.21,Normal Tissue,Artery,GTEX: Normal Tissue
16867,GTEX-13X6I-0626-SM-5QGP9,GTEX,13.09,Normal Tissue,Skin,GTEX: Normal Tissue
16869,GTEX-VJYA-1826-SM-4KL1W,GTEX,11.59,Normal Tissue,Artery,GTEX: Normal Tissue
16870,GTEX-WHSB-2126-SM-4M1XF,GTEX,10.9,Normal Tissue,Testis,GTEX: Normal Tissue
16871,GTEX-12WSN-0226-SM-5DUXH,GTEX,12.04,Normal Tissue,Heart,GTEX: Normal Tissue
16873,GTEX-X4XX-0005-SM-3NMCS,GTEX,8.532,Normal Tissue,Whole Blood,GTEX: Normal Tissue
16874,GTEX-13FLV-1126-SM-5J2NO,GTEX,13.44,Normal Tissue,Esophagus,GTEX: Normal Tissue
16875,GTEX-P44G-1126-SM-3NM9D,GTEX,9.167,Normal Tissue,Liver,GTEX: Normal Tissue
16876,GTEX-PVOW-2526-SM-2XCF7,GTEX,7.673,Normal Tissue,Brain,GTEX: Normal Tissue
16877,GTEX-X261-0526-SM-4PQYS,GTEX,11.43,Normal Tissue,Artery,GTEX: Normal Tissue
16878,GTEX-ZPCL-1226-SM-4WWFF,GTEX,11.96,Normal Tissue,Esophagus,GTEX: Normal Tissue
16880,GTEX-11ZTT-1626-SM-5EQKR,GTEX,10.82,Normal Tissue,Colon,GTEX: Normal Tissue
16881,GTEX-NPJ7-1726-SM-2YUNA,GTEX,13.54,Normal Tissue,Nerve,GTEX: Normal Tissue
16882,GTEX-139T6-1526-SM-5P9G6,GTEX,13.07,Normal Tissue,Prostate,GTEX: Normal Tissue
16884,GTEX-12WSC-0011-R7b-SM-5LU9L,GTEX,9.604,Normal Tissue,Brain,GTEX: Normal Tissue
16889,GTEX-13FHP-0011-R5b-SM-5LZY2,GTEX,10.18,Normal Tissue,Brain,GTEX: Normal Tissue
16890,GTEX-146FQ-0726-SM-5LUA7,GTEX,12.38,Normal Tissue,Thyroid,GTEX: Normal Tissue
16893,GTEX-11EQ8-0006-SM-5P9HJ,GTEX,10.37,Normal Tissue,Whole Blood,GTEX: Normal Tissue
16898,GTEX-SNOS-1626-SM-3NMA4,GTEX,13.09,Normal Tissue,Nerve,GTEX: Normal Tissue
16901,GTEX-11DYG-2026-SM-5EGGX,GTEX,11.37,Normal Tissue,Adipose,GTEX: Normal Tissue
16902,GTEX-SNOS-0006-SM-32PLH,GTEX,6.732,Normal Tissue,Whole Blood,GTEX: Normal Tissue
16904,GTEX-12C56-1426-SM-5FQSW,GTEX,11.17,Normal Tissue,Testis,GTEX: Normal Tissue
16906,GTEX-X261-2326-SM-4PQYU,GTEX,11.24,Normal Tissue,Testis,GTEX: Normal Tissue
16908,GTEX-P4QS-1026-SM-3NMCW,GTEX,12.6,Normal Tissue,Pancreas,GTEX: Normal Tissue
16911,GTEX-RVPU-2326-SM-2TF6R,GTEX,10.05,Normal Tissue,Adipose,GTEX: Normal Tissue
16912,GTEX-Y3I4-0006-SM-4TT1E,GTEX,8.027,Normal Tissue,Whole Blood,GTEX: Normal Tissue
16916,GTEX-X88G-0326-SM-47JZ4,GTEX,10.96,Normal Tissue,Muscle,GTEX: Normal Tissue
16918,GTEX-N7MT-0011-R11A-SM-2I3DZ,GTEX,10.02,Normal Tissue,Brain,GTEX: Normal Tissue
16920,GTEX-NL4W-0011-R5a-SM-2I3GD,GTEX,10.65,Normal Tissue,Brain,GTEX: Normal Tissue
16923,GTEX-147GR-0011-R10b-SM-5S2UM,GTEX,9.401,Normal Tissue,Brain,GTEX: Normal Tissue
16924,GTEX-ZTTD-0008-SM-51MQV,GTEX,11.44,Cell Line,Cells,GTEX: Cell Line
16925,GTEX-13SLW-0626-SM-5Q5ER,GTEX,13.07,Normal Tissue,Skin,GTEX: Normal Tissue
16930,GTEX-Z9EW-0626-SM-5HL95,GTEX,11.47,Normal Tissue,Esophagus,GTEX: Normal Tissue
16933,GTEX-WYJK-1326-SM-3NB2T,GTEX,13.08,Normal Tissue,Breast,GTEX: Normal Tissue
16935,GTEX-RNOR-1326-SM-48FDE,GTEX,11.99,Normal Tissue,Esophagus,GTEX: Normal Tissue
16938,GTEX-XGQ4-0008-SM-4AT3Z,GTEX,10.97,Cell Line,Cells,GTEX: Cell Line
16939,GTEX-12WSK-2026-SM-5CVNB,GTEX,11.88,Normal Tissue,Uterus,GTEX: Normal Tissue
16942,GTEX-RU72-3026-SM-5SI7Y,GTEX,9.797,Normal Tissue,Brain,GTEX: Normal Tissue
16945,GTEX-Z9EW-1726-SM-5CVMO,GTEX,10.47,Normal Tissue,Muscle,GTEX: Normal Tissue
16950,GTEX-14B4R-0426-SM-5Q5EI,GTEX,11.72,Normal Tissue,Esophagus,GTEX: Normal Tissue
16951,GTEX-13CIG-0011-R3b-SM-5K7XF,GTEX,10.07,Normal Tissue,Brain,GTEX: Normal Tissue
16955,GTEX-12ZZX-0011-R10b-SM-5DUWK,GTEX,8.853,Normal Tissue,Brain,GTEX: Normal Tissue
16957,GTEX-ZTSS-1426-SM-5985P,GTEX,13.18,Normal Tissue,Skin,GTEX: Normal Tissue
16961,GTEX-132Q8-1726-SM-5EGK8,GTEX,9.907,Normal Tissue,Adipose,GTEX: Normal Tissue
16962,GTEX-P4PP-1726-SM-2S1NS,GTEX,12.49,Normal Tissue,Nerve,GTEX: Normal Tissue
16963,GTEX-1399T-0011-R1b-SM-5DUWN,GTEX,9.592,Normal Tissue,Brain,GTEX: Normal Tissue
16964,GTEX-X5EB-1826-SM-4E3K8,GTEX,13.14,Normal Tissue,Prostate,GTEX: Normal Tissue
16966,GTEX-T5JW-2026-SM-4DM63,GTEX,12.76,Normal Tissue,Breast,GTEX: Normal Tissue
16967,GTEX-Y8E4-0826-SM-4VBRS,GTEX,13.1,Normal Tissue,Nerve,GTEX: Normal Tissue
16969,GTEX-11WQK-3026-SM-5EQL6,GTEX,9.983,Normal Tissue,Brain,GTEX: Normal Tissue
16970,GTEX-111CU-1826-SM-5GZYN,GTEX,10.43,Normal Tissue,Adipose,GTEX: Normal Tissue
16975,GTEX-14A5I-2426-SM-5Q5CP,GTEX,11.72,Normal Tissue,Colon,GTEX: Normal Tissue
16979,GTEX-13U4I-2126-SM-5LU55,GTEX,11.34,Normal Tissue,Ovary,GTEX: Normal Tissue
16980,GTEX-13PVQ-0011-R5b-SM-5O9DI,GTEX,10.7,Normal Tissue,Brain,GTEX: Normal Tissue
16982,GTEX-11XUK-1626-SM-5GU5O,GTEX,10.9,Normal Tissue,Ovary,GTEX: Normal Tissue
16986,GTEX-13FH7-1426-SM-5IFIC,GTEX,12.3,Normal Tissue,Pancreas,GTEX: Normal Tissue
16987,GTEX-QLQW-1126-SM-2S1Q8,GTEX,13.35,Normal Tissue,Skin,GTEX: Normal Tissue
16991,GTEX-14BMU-2026-SM-5S2W6,GTEX,11.33,Normal Tissue,Muscle,GTEX: Normal Tissue
16992,GTEX-132AR-0826-SM-5EGK6,GTEX,10.45,Normal Tissue,Breast,GTEX: Normal Tissue
16995,GTEX-13O1R-0526-SM-5K7XU,GTEX,9.322,Normal Tissue,Muscle,GTEX: Normal Tissue
16996,GTEX-12WSA-0011-R4a-SM-57WB7,GTEX,10.44,Normal Tissue,Brain,GTEX: Normal Tissue
16998,GTEX-RNOR-0926-SM-2TF56,GTEX,12.86,Normal Tissue,Thyroid,GTEX: Normal Tissue
16999,GTEX-145MI-0011-R11a-SM-5P9JZ,GTEX,8.608,Normal Tissue,Brain,GTEX: Normal Tissue
17003,GTEX-14BIL-0426-SM-5SIA3,GTEX,12.94,Normal Tissue,Nerve,GTEX: Normal Tissue
17010,GTEX-N7MS-2425-SM-26GMD,GTEX,8.428,Normal Tissue,Brain,GTEX: Normal Tissue
17012,GTEX-ZYVF-2826-SM-5GIDK,GTEX,11.05,Normal Tissue,Colon,GTEX: Normal Tissue
17013,GTEX-YFC4-0006-SM-4RGLV,GTEX,9.951,Normal Tissue,Whole Blood,GTEX: Normal Tissue
17014,GTEX-OXRL-0726-SM-3NM9A,GTEX,11.68,Normal Tissue,Esophagus,GTEX: Normal Tissue
17015,GTEX-ZYFG-0426-SM-5E43M,GTEX,12.28,Normal Tissue,Heart,GTEX: Normal Tissue
17016,GTEX-YB5K-0426-SM-5LUA4,GTEX,9.892,Normal Tissue,Artery,GTEX: Normal Tissue
17023,GTEX-ZVT3-2626-SM-5GU5L,GTEX,11.85,Normal Tissue,Ovary,GTEX: Normal Tissue
17026,GTEX-ZLWG-1226-SM-4WWFS,GTEX,11.76,Normal Tissue,Esophagus,GTEX: Normal Tissue
17028,GTEX-14BIM-0006-SM-5O9AA,GTEX,8.701,Normal Tissue,Whole Blood,GTEX: Normal Tissue
17030,GTEX-145LS-3126-SM-5Q5BY,GTEX,9.568,Normal Tissue,Brain,GTEX: Normal Tissue
17031,GTEX-113JC-2826-SM-5EGIT,GTEX,9.762,Normal Tissue,Pituitary,GTEX: Normal Tissue
17032,GTEX-11EQ9-1626-SM-5PNY8,GTEX,13.3,Normal Tissue,Skin,GTEX: Normal Tissue
17036,GTEX-OIZI-1326-SM-3NB1B,GTEX,11.62,Normal Tissue,Esophagus,GTEX: Normal Tissue
17043,GTEX-147F3-0426-SM-5SI8V,GTEX,12.11,Normal Tissue,Artery,GTEX: Normal Tissue
17045,GTEX-ZQUD-0003-SM-4YCD3,GTEX,8.783,Cell Line,Cells,GTEX: Cell Line
17047,GTEX-13FTX-0926-SM-5IFF7,GTEX,11.61,Normal Tissue,Ovary,GTEX: Normal Tissue
17048,GTEX-12WSH-2826-SM-5GCP5,GTEX,11.96,Normal Tissue,Artery,GTEX: Normal Tissue
17050,GTEX-Y5LM-0003-SM-4V6G1,GTEX,8.879,Cell Line,Cells,GTEX: Cell Line
17053,GTEX-ZYFD-0526-SM-5E442,GTEX,11.87,Normal Tissue,Artery,GTEX: Normal Tissue
17057,GTEX-ZVP2-2126-SM-5GU6E,GTEX,9.926,Normal Tissue,Muscle,GTEX: Normal Tissue
17058,GTEX-XPVG-1326-SM-4B65P,GTEX,11.78,Normal Tissue,Esophagus,GTEX: Normal Tissue
17064,GTEX-13FH7-1026-SM-5IJGF,GTEX,11.92,Normal Tissue,Stomach,GTEX: Normal Tissue
17065,GTEX-131XE-0926-SM-5HL7J,GTEX,10.88,Normal Tissue,Small Intestine,GTEX: Normal Tissue
17068,GTEX-12ZZX-0326-SM-5DUVH,GTEX,11.45,Normal Tissue,Muscle,GTEX: Normal Tissue
17069,GTEX-QVJO-0011-R6A-SM-2S1QN,GTEX,10.4,Normal Tissue,Brain,GTEX: Normal Tissue
17072,GTEX-Y111-1926-SM-4SOIS,GTEX,13.18,Normal Tissue,Thyroid,GTEX: Normal Tissue
17073,GTEX-R3RS-1326-SM-48FE7,GTEX,13.65,Normal Tissue,Esophagus,GTEX: Normal Tissue
17078,GTEX-S4UY-1626-SM-4AD55,GTEX,12.55,Normal Tissue,Stomach,GTEX: Normal Tissue
17081,GTEX-WXYG-1026-SM-4ONCD,GTEX,11.95,Normal Tissue,Esophagus,GTEX: Normal Tissue
17083,GTEX-139UC-0005-SM-5PNU7,GTEX,9.673,Normal Tissue,Whole Blood,GTEX: Normal Tissue
17084,GTEX-WYVS-1926-SM-4PQZ2,GTEX,11.07,Normal Tissue,Liver,GTEX: Normal Tissue
17085,GTEX-PSDG-0426-SM-2S1OF,GTEX,10.16,Normal Tissue,Muscle,GTEX: Normal Tissue
17088,GTEX-13FXS-0011-R1a-SM-5K7U6,GTEX,9.783,Normal Tissue,Brain,GTEX: Normal Tissue
17089,GTEX-12126-0826-SM-5FQTZ,GTEX,13.66,Normal Tissue,Skin,GTEX: Normal Tissue
17092,GTEX-11WQK-1526-SM-5EGKN,GTEX,9.958,Normal Tissue,Adipose,GTEX: Normal Tissue
17094,GTEX-145LS-0011-R8b-SM-5PNXA,GTEX,10.52,Normal Tissue,Brain,GTEX: Normal Tissue
17096,GTEX-ZYFG-1726-SM-5GZZB,GTEX,11.46,Normal Tissue,Ovary,GTEX: Normal Tissue
17103,GTEX-12ZZW-0005-SM-5O9BY,GTEX,8.148,Normal Tissue,Whole Blood,GTEX: Normal Tissue
17107,GTEX-11P7K-1226-SM-5HL4X,GTEX,11.44,Normal Tissue,Esophagus,GTEX: Normal Tissue
17109,GTEX-12WS9-0011-R2a-SM-5CVNE,GTEX,9.655,Normal Tissue,Brain,GTEX: Normal Tissue
17110,GTEX-WYVS-1726-SM-3NMAY,GTEX,13.09,Normal Tissue,Breast,GTEX: Normal Tissue
17116,GTEX-13CF3-1426-SM-5K7YY,GTEX,11.1,Normal Tissue,Colon,GTEX: Normal Tissue
17118,GTEX-YF7O-0726-SM-4W213,GTEX,12.72,Normal Tissue,Thyroid,GTEX: Normal Tissue
17121,GTEX-OHPK-2426-SM-3MJGH,GTEX,11.8,Normal Tissue,Ovary,GTEX: Normal Tissue
17126,GTEX-XMK1-0926-SM-4B66X,GTEX,10.31,Normal Tissue,Adipose,GTEX: Normal Tissue
17133,GTEX-ZVT3-0011-R7a-SM-57WCO,GTEX,10.79,Normal Tissue,Brain,GTEX: Normal Tissue
17140,GTEX-QMR6-0011-R4A-SM-32PKU,GTEX,9.885,Normal Tissue,Brain,GTEX: Normal Tissue
17142,GTEX-Z9EW-0826-SM-5HL9T,GTEX,10.09,Normal Tissue,Adipose,GTEX: Normal Tissue
17143,GTEX-OHPM-0126-SM-2YUN9,GTEX,13.78,Normal Tissue,Skin,GTEX: Normal Tissue
17147,GTEX-132AR-2126-SM-5K7XG,GTEX,12.05,Normal Tissue,Artery,GTEX: Normal Tissue
17148,GTEX-13CZV-0006-SM-5P9IN,GTEX,7.041,Normal Tissue,Whole Blood,GTEX: Normal Tissue
17151,GTEX-PWCY-1826-SM-2S1OK,GTEX,13.19,Normal Tissue,Skin,GTEX: Normal Tissue
17154,GTEX-11TUW-0226-SM-5LU8X,GTEX,13.14,Normal Tissue,Thyroid,GTEX: Normal Tissue
17155,GTEX-N7MS-1126-SM-3LK5E,GTEX,11.33,Normal Tissue,Esophagus,GTEX: Normal Tissue
17159,GTEX-S3XE-0326-SM-4AD6L,GTEX,12.38,Normal Tissue,Artery,GTEX: Normal Tissue
17160,GTEX-144GL-0011-R3a-SM-5P9HP,GTEX,10.57,Normal Tissue,Brain,GTEX: Normal Tissue
17161,GTEX-YEC3-1426-101806-SM-5PNXX,GTEX,11.08,Normal Tissue,Stomach,GTEX: Normal Tissue
17167,GTEX-P44G-0011-R7A-SM-2I3F9,GTEX,10.98,Normal Tissue,Brain,GTEX: Normal Tissue
17169,GTEX-S33H-0326-SM-4AD6N,GTEX,11.23,Normal Tissue,Breast,GTEX: Normal Tissue
17170,GTEX-111YS-1326-SM-5EGGK,GTEX,9.208,Normal Tissue,Adipose,GTEX: Normal Tissue
17171,GTEX-ZDXO-3126-SM-5IJDF,GTEX,13.0,Normal Tissue,Skin,GTEX: Normal Tissue
17172,GTEX-12WSD-0011-R1b-SM-5LZVY,GTEX,9.137,Normal Tissue,Brain,GTEX: Normal Tissue
17173,GTEX-117YX-2426-SM-5GZZJ,GTEX,12.54,Normal Tissue,Nerve,GTEX: Normal Tissue
17177,GTEX-XBED-1226-SM-4AT5V,GTEX,12.47,Normal Tissue,Stomach,GTEX: Normal Tissue
17178,GTEX-YECK-0005-SM-4W217,GTEX,9.8,Normal Tissue,Whole Blood,GTEX: Normal Tissue
17179,GTEX-ZVZP-0126-SM-5NQ6Q,GTEX,11.78,Normal Tissue,Artery,GTEX: Normal Tissue
17180,GTEX-13VXT-0126-SM-5LU4I,GTEX,13.19,Normal Tissue,Skin,GTEX: Normal Tissue
17182,GTEX-13NYC-2626-SM-5K7VN,GTEX,12.29,Normal Tissue,Minor Salivary Gland,GTEX: Normal Tissue
17185,GTEX-RVPV-1226-SM-2TF73,GTEX,13.1,Normal Tissue,Thyroid,GTEX: Normal Tissue
17187,GTEX-Q2AG-1326-SM-43V8K,GTEX,14.47,Normal Tissue,Esophagus,GTEX: Normal Tissue
17188,GTEX-145MN-0326-SM-5QGQI,GTEX,13.45,Normal Tissue,Kidney,GTEX: Normal Tissue
